id,title,categories,commune,listing_url,pdf_url,pdf_file,txt_file,page_count,char_count,word_count
1,Meaulne : des espaces extérieurs pour tous les âges,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=41,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/205-pe-meaulne-des-espaces-exterieurs-pour-tous-les-ages-mise-en-forme-2023.pdf,Meaulne_des_espaces_exterieurs_pour_tous_les_ages.pdf,Meaulne_des_espaces_exterieurs_pour_tous_les_ages.txt,2,3849,612
2,Une épicerie solidaire à l'initiative des sages,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=41,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/202-202-souci-de-l-autre.pdf,Une_epicerie_solidaire_a_linitiative_des_sages.pdf,Une_epicerie_solidaire_a_linitiative_des_sages.txt,2,5208,846
3,Accueillir les futurs et nouveaux retraités,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=41,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/203-203-accueil-retraites-besancon.pdf,Accueillir_les_futurs_et_nouveaux_retraites.pdf,Accueillir_les_futurs_et_nouveaux_retraites.txt,1,3471,576
4,La résidence Boréa : des appartements regroupés avec services partagés,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=41,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/199-pe-residence-borea-mise-en-forme-2023.pdf,La_residence_Borea_des_appartements_regroupes_avec_services_partages.pdf,La_residence_Borea_des_appartements_regroupes_avec_services_partages.txt,2,5382,846
5,La Villa Boréa : un lieu intergénérationnel et de convivialité,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=41,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/200-pe-villa-borea-mise-en-forme-2023.pdf,La_Villa_Borea_un_lieu_intergenerationnel_et_de_convivialite.pdf,La_Villa_Borea_un_lieu_intergenerationnel_et_de_convivialite.txt,2,2945,487
6,Le label Marianne et la certification ISO 9001 pour l'ensemble des services du CCAS : un gage de qualité,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=41,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/198-198-marianne-iso-romans.pdf,Le_label_Marianne_et_la_certification_ISO_9001_pour_lensemble_des_services_du_CCAS_un_gage_de_qualite.pdf,Le_label_Marianne_et_la_certification_ISO_9001_pour_lensemble_des_services_du_CCAS_un_gage_de_qualite.txt,2,5573,902
7,Semaine bleue,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=41,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/938-pe-chemille-en-anjou-semaine-bleue.pdf,Semaine_bleue.pdf,Semaine_bleue.txt,2,4502,682
8,Développer la cohabitation intergénérationnelle sur le territoire de la métropole Lyonnaise,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=41,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/197-pe-intergenerations-lyon.pdf,Developper_la_cohabitation_intergenerationnelle_sur_le_territoire_de_la_metropole_Lyonnaise.pdf,Developper_la_cohabitation_intergenerationnelle_sur_le_territoire_de_la_metropole_Lyonnaise.txt,2,2861,433
9,Labellisation greypride des ehpad publics parisiens,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=41,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/939-pe-paris-labellisation-greypride-des-ehpad-publics-parisiens-1.pdf,Labellisation_greypride_des_ehpad_publics_parisiens.pdf,Labellisation_greypride_des_ehpad_publics_parisiens.txt,2,3203,520
10,Conseil des sages de Floirac,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=41,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/195-195-conseil-des-sages-floirac.pdf,Conseil_des_sages_de_Floirac.pdf,Conseil_des_sages_de_Floirac.txt,2,6081,970
11,"Bien dans sa tête, bien dans son corps",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=41,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/940-concours-2023-bien-dans-sa-tete-bien-dans-son-corps.pdf,Bien_dans_sa_tete_bien_dans_son_corps.pdf,Bien_dans_sa_tete_bien_dans_son_corps.txt,2,4810,752
12,D'une génération à l'autre,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=41,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/196-196-d-une-generation-a-l-autre-floirac.pdf,Dune_generation_a_lautre.pdf,Dune_generation_a_lautre.txt,2,4059,620
13,"Médiations ""part'âgées"" par le dessin",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=42,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/941-concours-2023-mediations-part-agees-par-le-dessin.pdf,Mediations_partagees_par_le_dessin.pdf,Mediations_partagees_par_le_dessin.txt,2,7046,1114
14,"DIEPPE, La belle entricotée",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=42,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/194-194-la-belle-enticotee-dieppe.pdf,DIEPPE_La_belle_entricotee.pdf,DIEPPE_La_belle_entricotee.txt,2,5092,846
15,Atelier confort et bien-être en résidence autonomie,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=42,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/942-concours-2023-atelier-confort-et-bien-etre-en-residence-autonomie.pdf,Atelier_confort_et_bien-etre_en_residence_autonomie.pdf,Atelier_confort_et_bien-etre_en_residence_autonomie.txt,2,4485,700
16,La carte Pass’Temps Seniors,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=42,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/193-193-carte-passtemps-v2.pdf,La_carte_PassTemps_Seniors.pdf,La_carte_PassTemps_Seniors.txt,2,4213,655
17,"""Paris domicile chez vous"" - ehpad hors les murs",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=42,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/943-pe-paris-domicile-chez-vous-ehpad-hors-les-murs.pdf,Paris_domicile_chez_vous_-_ehpad_hors_les_murs.pdf,Paris_domicile_chez_vous_-_ehpad_hors_les_murs.txt,1,2907,450
18,"Guide ""bien vieillir dans nos communes""",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=42,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/944-concours-2023-guide-bien-vieillir-dans-nos-commues.pdf,Guide_bien_vieillir_dans_nos_communes.pdf,Guide_bien_vieillir_dans_nos_communes.txt,2,5499,860
19,DOMICILIVRES : Le partage et le portage des livres chez soi,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=42,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/181-181-domicilivres-le-havre.pdf,DOMICILIVRES_Le_partage_et_le_portage_des_livres_chez_soi.pdf,DOMICILIVRES_Le_partage_et_le_portage_des_livres_chez_soi.txt,2,5486,874
20,Bien vieillir dans la petite ville de demain aux avirons,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=42,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/945-concours-2023-bien-vieillir-dans-la-petite-ville-de-demain-aux-avirons.pdf,Bien_vieillir_dans_la_petite_ville_de_demain_aux_avirons.pdf,Bien_vieillir_dans_la_petite_ville_de_demain_aux_avirons.txt,2,4818,778
21,Comité parisien de lutte contre l'isolement des séniors,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=42,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/946-pe-comite-parisien-de-lutte-contre-l-isolement-des-seniors.pdf,Comite_parisien_de_lutte_contre_lisolement_des_seniors.pdf,Comite_parisien_de_lutte_contre_lisolement_des_seniors.txt,2,3370,506
22,"Eurêka, la mémoire en mouvement",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=42,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/947-concours-2023-eureka-la-memoire-en-mouvement.pdf,Eureka_la_memoire_en_mouvement.pdf,Eureka_la_memoire_en_mouvement.txt,2,4253,643
23,Des cours d'activité physique adaptée,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=42,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/948-concours-2023-ccas-de-lormont-des-cours-d-activite-physique-adaptee.pdf,Des_cours_dactivite_physique_adaptee.pdf,Des_cours_dactivite_physique_adaptee.txt,2,2922,469
24,"Mémoire(s) de clowns, rions de tours",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=42,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/949-concours-2023-memoire-s-de-clowns-rions-de-tours-1.pdf,Memoires_de_clowns_rions_de_tours.pdf,Memoires_de_clowns_rions_de_tours.txt,2,6706,1064
25,Semaine du bien vieillir sur le territoire granvillais,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=43,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/950-concours-2023-semaine-du-bien-vieillir-sur-le-territoire-granvillaisiche-vierge-1.pdf,Semaine_du_bien_vieillir_sur_le_territoire_granvillais.pdf,Semaine_du_bien_vieillir_sur_le_territoire_granvillais.txt,2,5786,906
26,Mon logement prend soin de moi,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=43,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/646-pe514-mon-logement-prend-soin-de-moi-soliha.pdf,Mon_logement_prend_soin_de_moi.pdf,Mon_logement_prend_soin_de_moi.txt,2,5601,871
27,Atelier prévention des chutes en résidence autonomie,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=43,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/951-concours-2023-atelier-prevention-des-chutes-en-residence-autonomie-1.pdf,Atelier_prevention_des_chutes_en_residence_autonomie.pdf,Atelier_prevention_des_chutes_en_residence_autonomie.txt,2,4087,608
28,Plaquettes d'informations,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=43,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/952-concours-2023-plaquettes-d-informations-lormont.pdf,Plaquettes_dinformations.pdf,Plaquettes_dinformations.txt,2,2201,356
29,Longueau: des activités physiques adaptées pour les seniors,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=43,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/953-concours-2023-longueau-des-activites-physiques-adaptees-pour-les-seniors.pdf,Longueau_des_activites_physiques_adaptees_pour_les_seniors.pdf,Longueau_des_activites_physiques_adaptees_pour_les_seniors.txt,2,4788,771
30,Conférence sur la vie amoureuse et affective des seniors,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=43,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/649-pe-517-conference-vie-amoureuse-lille-2.pdf,Conference_sur_la_vie_amoureuse_et_affective_des_seniors.pdf,Conference_sur_la_vie_amoureuse_et_affective_des_seniors.txt,2,3595,604
31,Salon senior à tours,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=43,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/954-concours-2023-salon-senior-a-tours.pdf,Salon_senior_a_tours.pdf,Salon_senior_a_tours.txt,2,6046,981
32,"""Velo gym"" à la résidence autonomie de poul ar bachet",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=43,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/956-concours-2023-velo-gym-a-la-residence-autonomie-de-poul-ar-bachet-1.pdf,Velo_gym_a_la_residence_autonomie_de_poul_ar_bachet.pdf,Velo_gym_a_la_residence_autonomie_de_poul_ar_bachet.txt,2,4096,661
33,Vieillir chez soi,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=43,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/651-pe-519-vieillir-chez-soi-pro-senectute-vaud-1.pdf,Vieillir_chez_soi.pdf,Vieillir_chez_soi.txt,2,4401,680
34,"Viens, je t'emmène !",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=43,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/957-concours-2023-viens-je-t-emmene-1.pdf,Viens_je_temmene.pdf,Viens_je_temmene.txt,2,4401,679
35,"Conférence alimentation seniors : ""Bien dans votre assiette !""",,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=43,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/652-pe-520-conference-alimentation-lille-1.pdf,Conference_alimentation_seniors_Bien_dans_votre_assiette.pdf,Conference_alimentation_seniors_Bien_dans_votre_assiette.txt,2,3987,626
36,Les c@fés connectés,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=43,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/653-pe-521-cafes-connectes-morteau-1.pdf,Les_cfes_connectes.pdf,Les_cfes_connectes.txt,2,5692,895
37,Médiation animale à Lormont,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=44,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/958-concours-2023-mediation-animale-a-lormont.pdf,Mediation_animale_a_Lormont.pdf,Mediation_animale_a_Lormont.txt,1,1932,305
38,Prendre soin de soi,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=44,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/959-concours-2023-prendre-soin-de-soi.pdf,Prendre_soin_de_soi.pdf,Prendre_soin_de_soi.txt,2,3878,629
39,Mobilités nantaises,,,https://www.villesamiesdesaines-rf.fr/nos-fiches/?loop-02g8g8zdkg=44,https://www.villesamiesdesaines-rf.fr/wp-content/uploads/2025/06/654-pe-522-mobilites-nantaises-nantes-1.pdf,Mobilites_nantaises.pdf,Mobilites_nantaises.txt,2,4691,713
